"Pair";"Session";"Fribble_nr";"Name_a";"Name_b";"labels";"snautdist"
"047048";"post";"8";"kraan";"kraan";"kraan : kraan";1,19209e-07
"047048";"post";"9";"pinokkio";"pinokkio";"pinokkio : pinokkio";0
"047048";"post";"10";"andere lengte uitsteeksels";"twee oneven handvaten";"andere lengte uitsteeksels : twee oneven handvaten";0,299581
"047048";"post";"11";"theelepel ei neus";"zuignap zonder zuignap";"theelepel ei neus : zuignap zonder zuignap";0,473669
"047048";"post";"12";"spijker bijzettafel";"spijker bijzettafel";"spijker bijzettafel : spijker bijzettafel";0
"047048";"post";"13";"drie vierkantjes";"vierkantjes met schotel";"drie vierkantjes : vierkantjes met schotel";0,195186
"047048";"post";"14";"fietsmand";"fietsmand met bal";"fietsmand : fietsmand met bal";0,168796
"047048";"post";"15";"slurf vierkant doorheen";"slurf";"slurf vierkant doorheen : slurf";0,191874
"047048";"post";"16";"deegrollers";"deegroller en minecraft";"deegrollers : deegroller en minecraft";0,278385
"049050";"pre";"1";"vierkant ervoor";"paddenstoeltje bovenop";"vierkant ervoor : paddenstoeltje bovenop";0,392238
"049050";"pre";"2";"puntige driehoek bovenop";"puntige driehoek bovenop";"puntige driehoek bovenop : puntige driehoek bovenop";0
"049050";"pre";"3";"driehoekige gedraaide verhoging";"langwerpig kubus driehoek";"driehoekige gedraaide verhoging : langwerpig kubus driehoek";0,251857
"049050";"pre";"4";"twee strepen zijkant";"afgevlakte driehoek bovenop";"twee strepen zijkant : afgevlakte driehoek bovenop";0,276082
"049050";"pre";"5";"horizontale staaf bovenop";"balk bovenop compact";"horizontale staaf bovenop : balk bovenop compact";0,256311
"049050";"pre";"6";"staaf door bolletje";"staaf door bolletje";"staaf door bolletje : staaf door bolletje";-1,19209e-07
"049050";"pre";"7";"horizontale plank ervoor";"tafel twee pootjes";"horizontale plank ervoor : tafel twee pootjes";0,274109
"049050";"pre";"8";"ruit bovenop";"haakjes zijkant onder";"ruit bovenop : haakjes zijkant onder";0,33526
"049050";"pre";"9";"halve cirkel achterkant";"verborgen cirkel achter";"halve cirkel achterkant : verborgen cirkel achter";0,229496
"049050";"pre";"10";"zeshoekige staaf bolletjes";"staaf door kopje";"zeshoekige staaf bolletjes : staaf door kopje";0,26887
"049050";"pre";"11";"kegel staaf bovenop";"bol aan voorkant";"kegel staaf bovenop : bol aan voorkant";0,279224
"049050";"pre";"12";"horizontale cirkel schijf";"rond plateautje zijkant";"horizontale cirkel schijf : rond plateautje zijkant";0,281901
"049050";"pre";"13";"diamant stengels zijkanten";"op plateau staand";"diamant stengels zijkanten : op plateau staand";0,425697
"049050";"pre";"14";"verticale langwerpige staaf";"bol bovenop";"verticale langwerpige staaf : bol bovenop";0,267098
"049050";"pre";"15";"halverwege door vierkant";"vierkant door midden";"halverwege door vierkant : vierkant door midden";0,0685971
"049050";"pre";"16";"groeiend vierkant voorop";"afgeronde staaf bovenop";"groeiend vierkant voorop : afgeronde staaf bovenop";0,377301
"049050";"post";"1";"paddenstoel vorm bovenop";"paddenstoel";"paddenstoel vorm bovenop : paddenstoel";0,199435
"049050";"post";"2";"scherpe driehoeks punt bovenop";"puntig driehoek boven";"scherpe driehoeks punt bovenop : puntig driehoek boven";0,231196
"049050";"post";"3";"gedraaide staaf onderaan";"spiraal mannetje";"gedraaide staaf onderaan : spiraal mannetje";0,276947
"049050";"post";"4";"stompe punt bovenop";"vogel";"stompe punt bovenop : vogel";0,57763
"049050";"post";"5";"horizontale balk bovenop";"andere vogel";"horizontale balk bovenop : andere vogel";0,562327
"049050";"post";"6";"staaf door bolletje";"bolletje staaf doorheen";"staaf door bolletje : bolletje staaf doorheen";0,0632333
"049050";"post";"7";"horizontale plank ervoor";"tafel twee pootjes";"horizontale plank ervoor : tafel twee pootjes";0,274109
"049050";"post";"8";"doorgestoken ruit bovenop";"diamant bovenkant";"doorgestoken ruit bovenop : diamant bovenkant";0,423519
"049050";"post";"9";"half rondje erachter";"halve cirkel achter";"half rondje erachter : halve cirkel achter";0,2675
"049050";"post";"10";"ovaaltjes op staaf uiteinde";"gieter";"ovaaltjes op staaf uiteinde : gieter";0,521062
"049050";"post";"11";"volledig balletje voorop";"omgekeerde kegel bovenkant";"volledig balletje voorop : omgekeerde kegel bovenkant";0,431231
"049050";"post";"12";"horizontale ronde schijf";"horizontaal rond plateau";"horizontale ronde schijf : horizontaal rond plateau";0,371123
"049050";"post";"13";"diamanten bovenop plaat";"plateau diamantjes";"diamanten bovenop plaat : plateau diamantjes";0,271941
"049050";"post";"14";"verticale balk ervoor";"verticale vierkante staaf";"verticale balk ervoor : verticale vierkante staaf";0,303887
"049050";"post";"15";"vierkant horizontaal doorheen";"vierkant dwars midden";"vierkant horizontaal doorheen : vierkant dwars midden";0,151844
"049050";"post";"16";"groeiend vierkant zijkant";"twee pluimen";"groeiend vierkant zijkant : twee pluimen";0,371925
"051052";"pre";"1";"schoorsteen op kopje";"twee vierkante schroeven";"schoorsteen op kopje : twee vierkante schroeven";0,445044
"051052";"pre";"2";"punt bovenop kopje";"grote driehoek bovenop";"punt bovenop kopje : grote driehoek bovenop";0,219143
"051052";"pre";"3";"driehoekig pootje";"spiraal staart";"driehoekig pootje : spiraal staart";0,279858
"051052";"pre";"4";"rechts twee balkjes";"trapezium bovenop";"rechts twee balkjes : trapezium bovenop";0,28616
"051052";"pre";"5";"balkje op kopje";"horizontale balk bovenop";"balkje op kopje : horizontale balk bovenop";0,290051
"051052";"pre";"6";"houder met zuignap";"neuspiercing bolletje";"houder met zuignap : neuspiercing bolletje";0,447535
"051052";"pre";"7";"steun balkjes rondom kopje";"rekje met bakje";"steun balkjes rondom kopje : rekje met bakje";0,311008
"051052";"pre";"8";"tuitje onderaan kopje";"schroef oren staart";"tuitje onderaan kopje : schroef oren staart";0,36726
"051052";"pre";"9";"achthoekig handvat links";"rondje achter";"achthoekig handvat links : rondje achter";0,464354
"051052";"pre";"10";"lange horizontale staaf";"twee ronde schroeven";"lange horizontale staaf : twee ronde schroeven";0,29307
"051052";"pre";"11";"punt staafje in kopje";"pen balletje";"punt staafje in kopje : pen balletje";0,256322
"051052";"pre";"12";"spijker op handvat";"spuit in arm";"spijker op handvat : spuit in arm";0,327136
"051052";"pre";"13";"ruitjes aan weerszijden";"diamanten armen ondergrond";"ruitjes aan weerszijden : diamanten armen ondergrond";0,362891
"051052";"pre";"14";"rechthoekige poot rechts";"verticale balk voorkant";"rechthoekige poot rechts : verticale balk voorkant";0,183707
"051052";"pre";"15";"vierkant snijdt kopje";"plaat als rokje";"vierkant snijdt kopje : plaat als rokje";0,334716
"051052";"pre";"16";"drie verschillende handvaten";"vier langwerpige armen";"drie verschillende handvaten : vier langwerpige armen";0,265781
"051052";"post";"1";"kopje met schoorsteentje";"paddestoel twee schroeven";"kopje met schoorsteentje : paddestoel twee schroeven";0,290158
"051052";"post";"2";"piramidedak en wijnflesje";"boven piramide wijnfles";"piramidedak en wijnflesje : boven piramide wijnfles";0,297401
"051052";"post";"3";"wijnglas";"wijnglas driehoek statief";"wijnglas : wijnglas driehoek statief";0,206348
"051052";"post";"4";"kluisdeur met deurklink";"deurklink halve driehoek";"kluisdeur met deurklink : deurklink halve driehoek";0,22654
"051052";"post";"5";"koffie tuitje en rechthoek";"koffie tuitje horizontale balk";"koffie tuitje en rechthoek : koffie tuitje horizontale balk";0,0950651
"051052";"post";"6";"beker met zuignap";"zuignap stokje";"beker met zuignap : zuignap stokje";0,2158
"051052";"post";"7";"kuipje bovenop balk";"plankje met bakje";"kuipje bovenop balk : plankje met bakje";0,216399
"051052";"post";"8";"tuitje aan onderkant";"onderaan tuitje ruit";"tuitje aan onderkant : onderaan tuitje ruit";0,156111
"051052";"post";"9";"ovale onderkant";"ovale statief lepel";"ovale onderkant : ovale statief lepel";0,177431
"051052";"post";"10";"lange horizontale cilinder";"twee ongelijke knoppen";"lange horizontale cilinder : twee ongelijke knoppen";0,26437
"051052";"post";"11";"twee verschillende roerstaafjes";"pen rond balletje";"twee verschillende roerstaafjes : pen rond balletje";0,411595
"051052";"post";"12";"spijker en dienblaadje";"dienblad spijker arm";"spijker en dienblaadje : dienblad spijker arm";0,154455
"051052";"post";"13";"zes diamantjes ondergrond";"diamanten staartjes";"zes diamantjes ondergrond : diamanten staartjes";0,319505
"051052";"post";"14";"waterpomp achtig met standaard";"waterpomp";"waterpomp achtig met standaard : waterpomp";0,263849
"051052";"post";"15";"glijbaan en armpje";"armpje twee staafjes";"glijbaan en armpje : armpje twee staafjes";0,247188
"051052";"post";"16";"drie handvaten";"twee dezelfde armpjes";"drie handvaten : twee dezelfde armpjes";0,243994
"053054";"pre";"1";"twee uitdijende kubussen";"plat vierkant voorkant";"twee uitdijende kubussen : plat vierkant voorkant";0,373736
"053054";"pre";"2";"driehoek bovenop";"feesthoedje bovenop";"driehoek bovenop : feesthoedje bovenop";0,18648
"053054";"pre";"3";"wokkel onderaan";"driehoek onderkant";"wokkel onderaan : driehoek onderkant";0,306309
"053054";"pre";"4";"twee uitstekende rechthoekjes rechts";"rechts twee rechthoekjes";"twee uitstekende rechthoekjes rechts : rechts twee rechthoekjes";0,0732474
"053054";"pre";"5";"liggende rechthoek bovenop";"horizontale staaf bovenop";"liggende rechthoek bovenop : horizontale staaf bovenop";0,129941
"053054";"pre";"6";"mini pluimpje linksboven";"staaf door bol";"mini pluimpje linksboven : staaf door bol";0,451349
"053054";"pre";"7";"uitstekend tafeltje";"vierhoek kubus ondersteboven";"uitstekend tafeltje : vierhoek kubus ondersteboven";0,541972
"053054";"pre";"8";"doorgestoken ruit bovenop";"twee ruitjes boven";"doorgestoken ruit bovenop : twee ruitjes boven";0,2342
"053054";"pre";"9";"gedeeltelijke cirkel achterkant";"platte schijf achter";"gedeeltelijke cirkel achterkant : platte schijf achter";0,283168
"053054";"pre";"10";"achterzijde uitstekende klep";"bolletjes aan steel";"achterzijde uitstekende klep : bolletjes aan steel";0,392395
"053054";"pre";"11";"vier verschillende uitsteeksels";"bol drie stekels";"vier verschillende uitsteeksels : bol drie stekels";0,142614
"053054";"pre";"12";"links uitsteeksel omhoog";"horizontale schijf rechts";"links uitsteeksel omhoog : horizontale schijf rechts";0,225615
"053054";"pre";"13";"platte cirkel voorop";"drie bolletjes zijkanten";"platte cirkel voorop : drie bolletjes zijkanten";0,298015
"053054";"pre";"14";"ovaal bol bovenop";"vierhoekige staaf voorkant";"ovaal bol bovenop : vierhoekige staaf voorkant";0,17598
"053054";"pre";"15";"identieke mini staafjes bovenop";"groot vierkant doormidden";"identieke mini staafjes bovenop : groot vierkant doormidden";0,306841
"053054";"pre";"16";"uitdijende kubus rechterzijde";"twee grote kegels";"uitdijende kubus rechterzijde : twee grote kegels";0,318221
"053054";"post";"1";"paddenstoel bovenop";"paddestoel";"paddenstoel bovenop : paddestoel";0,255468
"053054";"post";"2";"driekhoek bovenop";"driehoek wolkje";"driekhoek bovenop : driehoek wolkje";0,306262
"053054";"post";"3";"wokkel schroef";"schroef";"wokkel schroef : schroef";0,096211
"053054";"post";"4";"afgesneden piramide bovenop";"rechts twee rechthoekjes";"afgesneden piramide bovenop : rechts twee rechthoekjes";0,294979
"053054";"post";"5";"lampenkap zijkant";"lampenkap";"lampenkap zijkant : lampenkap";0,109174
"053054";"post";"6";"bol staaf erdoorheen";"staaf door bol";"bol staaf erdoorheen : staaf door bol";0,0770625
"053054";"post";"7";"tafeltje";"tafel";"tafeltje : tafel";0,163819
"053054";"post";"8";"ruiten uitstulpende kubussen";"twee ruitjes";"ruiten uitstulpende kubussen : twee ruitjes";0,218543
"053054";"post";"9";"keukenmachine";"keukenmachine";"keukenmachine : keukenmachine";0
"053054";"post";"10";"zout potjes";"zout potjes";"zout potjes : zout potjes";1,19209e-07
"053054";"post";"11";"drie uitsteeksels en bol";"bol drie stekels";"drie uitsteeksels en bol : bol drie stekels";0,0620648
"053054";"post";"12";"toef met vierkant bovenop";"platte schijf";"toef met vierkant bovenop : platte schijf";0,3943
"053054";"post";"13";"zes dingetjes";"zes bolletjes";"zes dingetjes : zes bolletjes";0,181392
"053054";"post";"14";"rechthoek vooraan geplakt";"rechthoekige staaf verticaal";"rechthoek vooraan geplakt : rechthoekige staaf verticaal";0,21587
"053054";"post";"15";"links l vorm";"l";"links l vorm : l";0,230702
"053054";"post";"16";"twee identieke pluimen";"boven zijkant stekel";"twee identieke pluimen : boven zijkant stekel";0,368943
"055056";"pre";"1";"dun rechtopstaand vierkant";"twee armen";"dun rechtopstaand vierkant : twee armen";0,43988
"055056";"pre";"2";"piramide bovenop";"punthoofd";"piramide bovenop : punthoofd";0,644185
"055056";"pre";"3";"driehoek helemaal onderaan";"ijscoupe";"driehoek helemaal onderaan : ijscoupe";0,516734
"055056";"pre";"4";"vierkantjes rechterzijkant";"gedraaid varkentje";"vierkantjes rechterzijkant : gedraaid varkentje";0,337477
"055056";"pre";"5";"brede staaf bovenkant";"brievenbus";"brede staaf bovenkant : brievenbus";0,651256
"055056";"pre";"6";"zuignap koffielepel schuin";"neuspiercing";"zuignap koffielepel schuin : neuspiercing";0,442311
"055056";"pre";"7";"dienblad bij bovenkant";"kopje schapje bakje";"dienblad bij bovenkant : kopje schapje bakje";0,255976
"055056";"pre";"8";"driehoek met aanhangsel";"pinokkio";"driehoek met aanhangsel : pinokkio";0,771936
"055056";"pre";"9";"smalle ronde onderkant";"koekje in koffie";"smalle ronde onderkant : koekje in koffie";0,563527
"055056";"pre";"10";"lijkt op gieter";"fotolijstje honkbalknuppel";"lijkt op gieter : fotolijstje honkbalknuppel";0,416644
"055056";"pre";"11";"driehoekig uitsteeksel zijkant";"kop koffie ei";"driehoekig uitsteeksel zijkant : kop koffie ei";0,513604
"055056";"pre";"12";"oorvormig uitsteeksel zijkant";"prullenbak bezem";"oorvormig uitsteeksel zijkant : prullenbak bezem";0,59274
"055056";"pre";"13";"vierkante onderzetter";"twee staartjes";"vierkante onderzetter : twee staartjes";0,625691
"055056";"pre";"14";"bol bovenop";"bal kopje balk";"bol bovenop : bal kopje balk";0,332227
"055056";"pre";"15";"vierkant rond midden";"stekker";"vierkant rond midden : stekker";0,643246
"055056";"pre";"16";"rechtopstaande brede koffielepel";"theepot met uitsteeksel";"rechtopstaande brede koffielepel : theepot met uitsteeksel";0,252205
"055056";"post";"1";"robotarmen";"robotarmen spijker";"robotarmen : robotarmen spijker";0,171222
"055056";"post";"2";"punthoed";"punthoofd blok neus";"punthoed : punthoofd blok neus";0,428468
"055056";"post";"3";"ijscoupe";"ijscoupe";"ijscoupe : ijscoupe";-2,38419e-07
"055056";"post";"4";"varkentje";"varkentje gedraaid";"varkentje : varkentje gedraaid";0,171927
"055056";"post";"5";"broodrooster";"broodrooster";"broodrooster : broodrooster";-2,38419e-07
"055056";"post";"6";"zuignap";"spijker neus";"zuignap : spijker neus";0,403556
"055056";"post";"7";"dienblad bakblik";"schapje poten bakje";"dienblad bakblik : schapje poten bakje";0,223344
"055056";"post";"8";"biscuitje";"ruitvormig koekje robotarmen";"biscuitje : ruitvormig koekje robotarmen";0,300894
"055056";"post";"9";"koffiekoekje";"koekje in koffie";"koffiekoekje : koekje in koffie";0,243811
"055056";"post";"10";"gieter";"gieter";"gieter : gieter";0
"055056";"post";"11";"ei voorkant";"twee lepels ei";"ei voorkant : twee lepels ei";0,212095
"055056";"post";"12";"oor";"oor dienblad";"oor : oor dienblad";0,173639
"055056";"post";"13";"spiraal vlechtjes";"vlechtjes ronde neus";"spiraal vlechtjes : vlechtjes ronde neus";0,154334
"055056";"post";"14";"ei bovenop";"ei kopje balk";"ei bovenop : ei kopje balk";0,210572
"055056";"post";"15";"stekkertje bovenop";"stekker";"stekkertje bovenop : stekker";0,280669
"055056";"post";"16";"slurf";"vier verdeelde uitsteeksels";"slurf : vier verdeelde uitsteeksels";0,439537
"057058";"pre";"1";"twee legoblokken links";"verticaal vierkant voorkant";"twee legoblokken links : verticaal vierkant voorkant";0,363657
"057058";"pre";"2";"puntige piramide bovenop";"driehoek achter kogel";"puntige piramide bovenop : driehoek achter kogel";0,314926
"057058";"pre";"3";"driehoek eronder hangend";"gedraaid uitsteeksel onder";"driehoek eronder hangend : gedraaid uitsteeksel onder";0,290892
"057058";"pre";"4";"afgeplatte conus bovenop";"is aan zijkant";"afgeplatte conus bovenop : is aan zijkant";0,411079
"057058";"pre";"5";"platliggende rechthoek bovenop";"lang balkje bovenop";"platliggende rechthoek bovenop : lang balkje bovenop";0,236217
"057058";"pre";"6";"rechthoek door bol";"staaf door neus";"rechthoek door bol : staaf door neus";0,250834
"057058";"pre";"7";"bezet plateau rechtsboven";"tafeltje omgekeerde pyramide";"bezet plateau rechtsboven : tafeltje omgekeerde pyramide";0,362064
